,X,Bay,Date,Year,Tow,Towindex,Station,Temp,SAL,DO.mg.L,distswept,NumCaught,jday,cpT,avl,minl,maxl,sdl,area,cpue,efoff,rcpT,AvDepth,std_cpue,Pres,dayl
609,654,Shinnecock,2016-05-26,2016,NA,11,19,14.9,30.51,11,444.2043474,0,147,0,NA,NA,NA,NA,444.2043474,0,6.096284699,0,0.9144,0,0,14.76509707
610,655,Shinnecock,2016-05-26,2016,NA,12,15,15.3,30.5,12.62,343.6571902,0,147,0,NA,NA,NA,NA,343.6571902,0,5.83964462,0,1.3716,0,0,14.76509707
611,656,Shinnecock,2016-05-26,2016,NA,13,14,14.3,30.47,9.32,237.5667417,1,147,1.858356313,32,32,32,NA,237.5667417,0.007792023,5.470448602,2,1.524,8,1,14.76509707
612,657,Shinnecock,2016-05-26,2016,NA,14,13,17.6,30.18,10.63,373.3973994,0,147,0,NA,NA,NA,NA,373.3973994,0,5.922643267,0,0.9144,0,0,14.76509707
613,658,Shinnecock,2016-05-26,2016,NA,15,10,15.6,30.41,9.06,278.8547785,5,147,9.434558817,28.97180372,25,32,2.738612788,278.8547785,0.03327348,5.630691139,9,1.9812,33,1,14.76509707
614,659,Shinnecock,2016-05-26,2016,NA,16,28,17.3,29.68,8.75,278.85027,1,147,1.792410193,37,37,37,NA,278.85027,0.006407288,5.630674971,2,1.8288,6,1,14.76509707
615,660,Shinnecock,2016-05-26,2016,NA,17,30,18.2,29.59,8.54,237.5630165,8,147,15.04389735,29.73017445,26,33,2.121320344,237.5630165,0.061401659,5.470432921,15,1.8288,61,1,14.76509707
616,661,Shinnecock,2016-05-26,2016,NA,18,5,19.4,29.4,10.46,343.6543861,0,147,0,NA,NA,NA,NA,343.6543861,0,5.839636461,0,0.9144,0,0,14.76509707
617,662,Shinnecock,2016-05-26,2016,NA,19,27,17.1,29.91,8.81,237.5646721,2,147,3.758761789,30,30,30,0,237.5646721,0.015698193,5.47043989,4,1.8288,16,1,14.76509707
618,663,Shinnecock,2016-05-26,2016,NA,20,34,18.5,29.21,8.64,278.8427554,5,147,9.374749074,29.93300115,24,35,4.062019202,278.8427554,0.033067397,5.630648022,9,1.8288,33,1,14.76509707
619,664,Shinnecock,2016-06-01,2016,NA,21,21,14.4,31.2,10.91,237.5688112,0,153,0,NA,NA,NA,NA,237.5688112,0,5.470457313,0,2.52984,0,0,14.8976192
620,665,Shinnecock,2016-06-01,2016,NA,22,20,14.6,31.11,9,418.3035817,2,153,3.642368315,35,35,35,0,418.3035817,0.008669784,6.036207441,4,2.92608,9,1,14.8976192
621,666,Shinnecock,2016-06-01,2016,NA,23,13,20.4,29.39,8.33,336.6062063,1,153,1.821184158,35,35,35,NA,336.6062063,0.005395846,5.81891372,2,1.15824,5,1,14.8976192
622,668,Shinnecock,2016-06-01,2016,NA,25,10,20,29.6,7.89,781.9173589,2,153,3.120113947,46.0989274,36,60,16.97056275,781.9173589,0.003982397,6.661749056,3,2.92608,4,1,14.8976192
623,669,Shinnecock,2016-06-01,2016,NA,26,7,21.2,29.21,7.23,201.894868,35,153,60.9456588,36.22022856,30,49,4.774411892,201.894868,0.26380038,5.307747107,61,1.2192,264,1,14.8976192
624,670,Shinnecock,2016-06-01,2016,NA,27,27,19.4,29.69,17.7,111.0514056,9,153,16.37894289,33.7623286,21,41,6.68954408,111.0514056,0.137576721,4.709993207,16,2.8956,138,1,14.8976192
625,671,Shinnecock,2016-06-01,2016,NA,28,30,19.8,29.18,7.74,343.6538762,4,153,7.027613057,38.92481286,34,41,3.366501646,343.6538762,0.020243396,5.839634977,7,2.92608,20,1,14.8976192
626,672,Shinnecock,2016-06-01,2016,NA,29,32,20.2,29.4,8.06,343.6536213,0,153,0,NA,NA,NA,NA,343.6536213,0,5.839634235,0,2.4384,0,0,14.8976192
627,673,Shinnecock,2016-06-01,2016,NA,30,1,21.1,28.68,9,333.1544485,0,153,0,NA,NA,NA,NA,333.1544485,0,5.808606192,0,0.88392,0,0,14.8976192
,,Shinnecock,2016-06-10,2016,1,,2,18.8,29.8,,,2,,,48,44,52,,,,,,,,,
,,Shinnecock,2016-06-10,2016,2,,34,18.1,30.2,,,0,,,,,,,,,,,,,,
,,Shinnecock,2016-06-10,2016,3,,29,18.1,30,,,7,,,40.57142857,,,,,,,,,,,
,,Shinnecock,2016-06-10,2016,4,,28,17.6,30.4,,,1,,,31,,,,,,,,,,,
,,Shinnecock,2016-06-10,2016,5,,6,16.2,31.3,,,35,,,42.82857143,,,,,,,,,,,
,,Shinnecock,2016-06-10,2016,6,,22,15.9,31.2,,,5,,,45.2,,,,,,,,,,,
,,Shinnecock,2016-06-10,2016,7,,18,15.6,32.2,,,3,,,33,,,,,,,,,,,
,,Shinnecock,2016-06-10,2016,8,,24,16.4,31.4,,,3,,,41.66666667,,,,,,,,,,,
,,Shinnecock,2016-06-10,2016,9,,8,17,31.5,,,13,,,39.07692308,,,,,,,,,,,
,,Shinnecock,2016-06-10,2016,10,,9,17.5,30.8,,,3,,,45.33333333,,,,,,,,,,,
,,Shinnecock,2016-06-10,2016,,,,,,,,,,,,,,,,,,,,,,
628,684,Shinnecock,2016-06-17,2016,NA,41,20,19.7,31,10.01,343.657955,45,169,74.24483802,41.49480223,25,63,11.61386319,343.657955,0.195602007,5.839646846,74,2.60604,196,1,15.0903957
629,685,Shinnecock,2016-06-17,2016,NA,42,17,21,30.5,9.3,343.6574451,10,169,17.49435188,36.69163605,22,50,10.22252415,343.6574451,0.049652998,5.839645362,17,1.53924,50,1,15.0903957
630,686,Shinnecock,2016-06-17,2016,NA,43,22,19.5,30.7,9.27,336.6203709,6,169,9.787318556,42.42076522,26,57,12.51266026,336.6203709,0.028660575,5.8189558,10,2.78892,29,1,15.0903957
631,687,Shinnecock,2016-06-17,2016,NA,44,24,20.4,30,9.09,373.3963059,4,169,6.301687392,47.59674795,41,55,6.218252702,373.3963059,0.016735844,5.922640338,6,2.8956,17,1,15.0903957
632,688,Shinnecock,2016-06-17,2016,NA,45,13,21,30.4,10.22,278.8607896,5,169,8.05798354,44.69271103,30,57,9.964938535,278.8607896,0.02848646,5.630712695,8,1.524,28,1,15.0903957
633,689,Shinnecock,2016-06-17,2016,NA,46,8,19.7,31,8.16,343.6554058,4,169,7.170937196,34.63022691,28,49,9.394147114,343.6554058,0.020651924,5.839639428,7,2.92608,21,1,15.0903957
634,690,Shinnecock,2016-06-17,2016,NA,47,28,19.8,30.9,8.36,343.6543861,0,169,0,NA,NA,NA,NA,343.6543861,0,5.839636461,0,3.21564,0,0,15.0903957
635,691,Shinnecock,2016-06-17,2016,NA,48,30,20.6,30.3,8.81,343.654641,19,169,30.97419859,43.76927686,27,62,9.421264985,343.654641,0.086298572,5.839637202,31,3.26136,86,1,15.0903957
636,692,Shinnecock,2016-06-17,2016,NA,49,6,20.1,30.9,8.68,475.1268607,10,169,18.05328101,33.90909339,25,46,8.275801405,475.1268607,0.037292663,6.163581844,18,1.95072,37,1,15.0903957
637,693,Shinnecock,2016-06-17,2016,NA,50,2,22.1,29.3,8.5,452.1333392,0,169,0,NA,NA,NA,NA,452.1333392,0,6.113977135,0,3.24612,0,0,15.0903957
638,694,Shinnecock,2016-06-24,2016,NA,51,20,21.9,30.01,8.24,418.3058357,27,176,42.27383152,46.03815588,31,65,11.83324305,418.3058357,0.096273013,6.036212829,42,1.3716,96,1,15.0940071
639,695,Shinnecock,2016-06-24,2016,NA,52,15,22.3,30.04,10.74,333.1534634,6,176,8.522981168,39.01703691,29,56,11.69187752,333.1534634,0.025260986,5.808603235,9,1.76784,25,1,15.0940071
640,697,Shinnecock,2016-06-24,2016,NA,54,9,23.3,29.83,9.41,336.6033733,1,176,1.60231878,47,47,47,NA,336.6033733,0.004748963,5.818905303,2,0.85344,5,1,15.0940071
641,698,Shinnecock,2016-06-24,2016,NA,55,27,21.7,30.14,8.6,373.3908379,21,176,29.52594977,51.5379177,35,63,8.198042128,373.3908379,0.076104365,5.922625694,30,2.3622,76,1,15.0940071
642,699,Shinnecock,2016-06-24,2016,NA,56,6,24.2,29.67,10.04,475.1309999,7,176,10.62278363,50.36243346,45,67,7.416198487,475.1309999,0.022111322,6.163590555,11,0.82296,22,1,15.0940071
643,700,Shinnecock,2016-06-24,2016,NA,57,28,22.2,30.15,8.92,343.6551508,1,176,1.293386184,61,61,61,NA,343.6551508,0.003756552,5.839638686,1,2.07264,4,1,15.0940071
644,701,Shinnecock,2016-06-24,2016,NA,58,31,22.8,30.18,8.19,333.1541587,12,176,17.90515229,50.7845003,37,64,8.59307332,333.1541587,0.052349864,5.808605322,18,2.31648,52,1,15.0940071
645,702,Shinnecock,2016-06-24,2016,NA,59,2,23,29.64,8.62,333.1543326,2,176,2.817647243,55.46438241,54,57,2.121320344,333.1543326,0.008421919,5.808605844,3,1.46304,8,1,15.0940071
646,703,Shinnecock,2016-06-24,2016,NA,60,1,23.7,29.71,8.67,343.6538762,6,176,8.299175134,56.60638577,50,70,8.780660567,343.6538762,0.023862813,5.839634977,8,1.31064,24,1,15.0940071
647,704,Shinnecock,2016-07-01,2016,NA,61,20,20.8,30.91,8.12,475.1376223,7,183,10.21954025,51.70587226,37,73,15.6083006,475.1376223,0.021280544,6.163604493,10,1.66116,21,1,15.04748211
648,705,Shinnecock,2016-07-01,2016,NA,62,21,19.3,30.93,8.15,343.657955,33,183,49.40236958,50.25456508,37,78,11.61895004,343.657955,0.134316252,5.839646846,49,1.85928,134,1,15.04748211
649,706,Shinnecock,2016-07-01,2016,NA,63,18,21,30.88,8.93,452.1360686,4,183,6.071344901,48.78401384,38,63,12.81925635,452.1360686,0.013338778,6.113983171,6,1.524,13,1,15.04748211
650,707,Shinnecock,2016-07-01,2016,NA,64,15,21.9,30.18,8.87,373.398493,4,183,5.805722402,52.88467092,45,65,10.03327796,373.398493,0.015428692,5.922646195,6,1.143,15,1,15.04748211
651,708,Shinnecock,2016-07-01,2016,NA,65,13,22.1,30.42,12.82,418.2923114,0,183,0,NA,NA,NA,NA,418.2923114,0,6.036180498,0,1.24968,0,0,15.04748211
652,710,Shinnecock,2016-07-01,2016,NA,67,11,23,29.84,8.68,373.3952123,5,183,6.787631179,57.74914997,50,67,7.368853371,373.3952123,0.018014895,5.922637409,7,1.05156,18,1,15.04748211
653,712,Shinnecock,2016-07-01,2016,NA,69,9,21.7,30.4,8.85,343.6556607,1,183,1.207315414,66,66,66,NA,343.6556607,0.003506998,5.83964017,1,1.2954,4,1,15.04748211
654,713,Shinnecock,2016-07-01,2016,NA,70,3,23.6,29.7,9.01,333.1542746,5,183,7.346183231,51.37836775,36,61,10.40672859,333.1542746,0.0218108,5.80860567,7,1.34112,22,1,15.04748211
655,714,Shinnecock,2016-07-08,2016,NA,71,22,22.2,30.22,7.23,237.5688112,45,190,75.10181274,42.77127626,29,76,8.139751566,237.5688112,0.274693004,5.470457313,75,2.62128,275,1,14.9529041
656,715,Shinnecock,2016-07-08,2016,NA,72,17,21.6,30.52,6.8,373.4006801,3,190,3.778952006,62.88335369,59,65,3.464101615,373.4006801,0.010069499,5.922652052,4,1.32588,10,1,14.9529041
657,716,Shinnecock,2016-07-08,2016,NA,73,14,23,29.98,7.5,373.3973994,1,190,1.743111015,40,40,40,NA,373.3973994,0.004657384,5.922643267,2,2.0574,5,1,14.9529041
658,717,Shinnecock,2016-07-08,2016,NA,74,10,22.5,30.12,7.52,355.0481784,1,190,1.102189954,75,75,75,NA,355.0481784,0.003099531,5.872253494,1,2.5146,3,1,14.9529041
659,718,Shinnecock,2016-07-08,2016,NA,75,26,21.7,30.36,7.45,237.5655,20,190,30.69969458,48.24109552,33,78,13.5156829,237.5655,0.121532648,5.470443375,31,2.7432,122,1,14.9529041
660,719,Shinnecock,2016-07-08,2016,NA,76,7,23.5,29.81,7.06,373.3908379,2,190,2.907850642,53.46459911,52,55,2.121320344,373.3908379,0.007757519,5.922625694,3,0.9144,8,1,14.9529041
661,720,Shinnecock,2016-07-08,2016,NA,77,28,21.7,30.39,7.52,237.5638443,0,190,0,NA,NA,NA,NA,237.5638443,0,5.470436405,0,2.65176,0,0,14.9529041
662,721,Shinnecock,2016-07-08,2016,NA,78,3,24.3,29.93,7.32,333.1543326,0,190,0,NA,NA,NA,NA,333.1543326,0,5.808605844,0,1.02108,0,0,14.9529041
663,722,Shinnecock,2016-07-08,2016,NA,79,1,24.4,29.3,7.1,343.6533663,1,190,1.419611821,55,55,55,NA,343.6533663,0.004122432,5.839633493,1,1.17348,4,1,14.9529041
664,723,Shinnecock,2016-07-08,2016,NA,80,2,18.9,31.21,5.82,355.0000557,2,190,2.435307427,66.24140167,59,75,11.3137085,355.0000557,0.006836597,5.872117946,2,1.69164,7,1,14.9529041
665,724,Shinnecock,2016-07-13,2016,NA,81,32,22.6,30.64,6.88,452.1338209,3,195,3.271279831,76.63070721,75,80,2.886751346,452.1338209,0.007209154,6.1139782,3,1.95072,7,1,14.85802232
666,725,Shinnecock,2016-07-13,2016,NA,82,33,23,30.12,6.76,343.6541311,3,195,3.571436121,68.27141079,59,79,10,343.6541311,0.0103389,5.839635719,4,1.9812,10,1,14.85802232
667,726,Shinnecock,2016-07-13,2016,NA,83,30,23.1,30.07,6.83,333.1541587,11,195,15.74100913,53.88473142,40,80,14.60199239,333.1541587,0.046166176,5.808605322,16,1.93548,46,1,14.85802232
668,727,Shinnecock,2016-07-13,2016,NA,84,28,22.8,30.56,7.48,452.1344631,0,195,0,NA,NA,NA,NA,452.1344631,0,6.11397962,0,1.4478,0,0,14.85802232
669,728,Shinnecock,2016-07-13,2016,NA,85,8,22.7,30.58,7.38,343.6554058,8,195,11.05931715,56.61399835,44,77,10.52123703,343.6554058,0.031674441,5.839639428,11,1.40208,32,1,14.85802232
670,729,Shinnecock,2016-07-13,2016,NA,86,10,22.2,31.05,6.22,278.8562813,40,195,54.8095057,57.52631451,38,86,13.83137923,278.8562813,0.179443326,5.630696528,55,1.93548,179,1,14.85802232
671,730,Shinnecock,2016-07-13,2016,NA,87,23,22.1,31.04,6.9,237.5675695,17,195,26.18651504,49.02762735,38,73,8.656432494,237.5675695,0.104565085,5.470452086,26,1.87452,105,1,14.85802232
672,731,Shinnecock,2016-07-13,2016,NA,88,16,22.1,31.05,7.34,336.6147052,19,195,27.8572794,52.45665114,39,80,11.89722067,336.6147052,0.07951072,5.818938968,28,1.73736,80,1,14.85802232
673,732,Shinnecock,2016-07-13,2016,NA,89,18,22.1,31.22,7.05,418.3013277,3,195,4.48731656,50.96170861,45,64,10.44030651,418.3013277,0.010670343,6.036202052,4,1.34112,11,1,14.85802232
674,733,Shinnecock,2016-07-13,2016,NA,90,21,21.6,31.14,6.99,336.6260365,18,195,28.97957286,45.91994364,36,67,6.913328984,336.6260365,0.082582552,5.81897263,29,1.55448,83,1,14.85802232
675,734,Shinnecock,2016-07-21,2016,NA,91,21,22.6,30.96,7.84,418.3035817,0,203,0,NA,NA,NA,NA,418.3035817,0,6.036207441,0,1.88976,0,0,14.6639509
676,735,Shinnecock,2016-07-21,2016,NA,92,22,22.9,30.33,8.35,373.4017736,1,203,1.312908509,60,60,60,NA,373.4017736,0.003509908,5.922654981,1,1.93548,4,1,14.6639509
677,736,Shinnecock,2016-07-21,2016,NA,93,14,21.7,31.06,8.37,373.3973994,2,203,2.718253051,58.07410167,46,76,21.21320344,373.3973994,0.007253416,5.922643267,3,1.47828,7,1,14.6639509
678,737,Shinnecock,2016-07-21,2016,NA,94,24,21.7,31.09,7.76,444.2048883,1,203,1.130583272,72,72,72,NA,444.2048883,0.002541951,6.096285916,1,1.92024,3,1,14.6639509
679,738,Shinnecock,2016-07-21,2016,NA,95,25,21.4,31.1,7.84,237.5663278,2,203,2.431873722,65.47113104,64,67,2.121320344,237.5663278,0.01018457,5.470446859,2,2.04216,10,1,14.6639509
680,739,Shinnecock,2016-07-21,2016,NA,96,10,22.2,31.12,7.65,444.20512,5,203,5.860662731,69.55759087,55,77,8.876936408,444.20512,0.013107318,6.096286438,6,1.9812,13,1,14.6639509
681,740,Shinnecock,2016-07-21,2016,NA,97,28,22.6,30.82,7.94,343.6548959,0,203,0,NA,NA,NA,NA,343.6548959,0,5.839637944,0,1.99644,0,0,14.6639509
682,741,Shinnecock,2016-07-21,2016,NA,98,30,22,30.88,8.58,333.1541587,0,203,0,NA,NA,NA,NA,333.1541587,0,5.808605322,0,1.93548,0,0,14.6639509
683,742,Shinnecock,2016-07-21,2016,NA,99,5,25.6,30.36,9.97,343.6543861,7,203,10.59685556,50.33853817,40,62,6.542898731,343.6543861,0.030369923,5.839636461,11,1.17348,30,1,14.6639509
684,743,Shinnecock,2016-07-21,2016,NA,100,34,22.6,30.77,8.22,373.3842761,1,203,1.120442198,73,73,73,NA,373.3842761,0.002996282,5.92260812,1,1.905,3,1,14.6639509
685,744,Shinnecock,2016-07-28,2016,NA,101,19,23.6,30.94,8.86,237.5692251,3,210,3.446173022,70.57698664,68,75,3.785938897,237.5692251,0.014401769,5.470459055,3,1.11252,14,1,14.45732969
686,745,Shinnecock,2016-07-28,2016,NA,102,21,20.6,30.26,8.56,373.4039606,0,210,0,NA,NA,NA,NA,373.4039606,0,5.922660838,0,2.34696,0,0,14.45732969
687,746,Shinnecock,2016-07-28,2016,NA,103,15,22.7,31.13,11.06,418.2968196,1,210,1.033091806,88,88,88,NA,418.2968196,0.002466713,6.036191275,1,1.76784,2,1,14.45732969
688,747,Shinnecock,2016-07-28,2016,NA,104,14,22.5,31.16,9.32,475.1334834,1,210,1.02766066,90,90,90,NA,475.1334834,0.002160553,6.163595782,1,1.8288,2,1,14.45732969
689,748,Shinnecock,2016-07-28,2016,NA,105,24,22.1,31.21,8.96,373.3973994,1,210,1.256570527,63,63,63,NA,373.3973994,0.003359587,5.922643267,1,2.65176,3,1,14.45732969
690,749,Shinnecock,2016-07-28,2016,NA,106,9,24.4,30.89,7.93,278.8562813,4,210,5.847144485,52.92664566,49,60,5.315072906,278.8562813,0.020751499,5.630696528,6,1.40208,21,1,14.45732969
691,750,Shinnecock,2016-07-28,2016,NA,107,27,22.6,31.11,8.12,343.6554058,22,210,29.64493335,59.63341375,42,94,15.72827988,343.6554058,0.082743866,5.839639428,30,2.8956,83,1,14.45732969
692,751,Shinnecock,2016-07-28,2016,NA,108,29,22.6,31.3,8.4,278.8517728,4,210,4.629388572,73.28123873,55,90,15.25341492,278.8517728,0.01646531,5.63068036,5,2.94132,16,1,14.45732969
693,752,Shinnecock,2016-07-28,2016,NA,109,28,23.5,31.04,8.06,373.3897443,7,210,9.171101526,61.00909813,51,80,11.47045895,373.3897443,0.02426495,5.922622765,9,2.98704,24,1,14.45732969
694,753,Shinnecock,2016-07-28,2016,NA,110,2,25.9,30.58,8.1,343.6533663,11,210,13.66849706,65.34460789,50,90,11.98559742,343.6533663,0.03900346,5.839633493,14,2.84988,39,1,14.45732969
695,754,Shinnecock,2016-08-04,2016,NA,111,2,25.6,29.5,8.62,343.6536213,0,217,0,NA,NA,NA,NA,343.6536213,0,5.839634235,0,1.93548,0,0,14.22252015
696,755,Shinnecock,2016-08-04,2016,NA,112,3,26.3,29.4,7.52,452.1339814,2,217,2.750742045,57,57,57,0,452.1339814,0.006065477,6.113978555,3,1.05156,6,1,14.22252015
697,756,Shinnecock,2016-08-04,2016,NA,113,28,25.5,29.74,7.81,373.3886507,0,217,0,NA,NA,NA,NA,373.3886507,0,5.922619836,0,2.10312,0,0,14.22252015
698,757,Shinnecock,2016-08-04,2016,NA,114,31,26.1,29.42,6.98,278.8487671,0,217,0,NA,NA,NA,NA,278.8487671,0,5.630669581,0,2.10312,0,0,14.22252015
699,758,Shinnecock,2016-08-04,2016,NA,115,33,26,29.45,7.13,373.3864634,0,217,0,NA,NA,NA,NA,373.3864634,0,5.922613978,0,2.07264,0,0,14.22252015
700,760,Shinnecock,2016-08-04,2016,NA,117,26,24,30.33,7.52,343.6559156,27,217,35.82532742,60.17744964,42,88,13.81470788,343.6559156,0.099164259,5.839640912,36,1.93548,99,1,14.22252015
701,761,Shinnecock,2016-08-04,2016,NA,118,14,25.7,29.86,8.31,278.8622924,7,217,8.921513737,62.33113844,31,83,20.41591349,278.8622924,0.031491441,5.630718084,9,1.81356,31,1,14.22252015
702,762,Shinnecock,2016-08-04,2016,NA,119,16,25.8,29.88,8.3,343.6571902,10,217,13.3085091,59.96314872,46,83,12.99615328,343.6571902,0.037995076,5.83964462,13,1.56972,38,1,14.22252015
703,763,Shinnecock,2016-08-04,2016,NA,120,21,24,31.17,8.56,201.9180492,0,217,0,NA,NA,NA,NA,201.9180492,0,5.307861918,0,1.66116,0,0,14.22252015
704,764,Shinnecock,2016-08-11,2016,NA,121,22,24.8,30.99,7.33,475.1376223,0,224,0,NA,NA,NA,NA,475.1376223,0,6.163604493,0,2.33172,0,0,13.96510507
705,765,Shinnecock,2016-08-11,2016,NA,122,18,24.9,30.96,6.82,511.176638,0,224,0,NA,NA,NA,NA,511.176638,0,6.236715202,0,2.25552,0,0,13.96510507
706,766,Shinnecock,2016-08-11,2016,NA,123,17,24.8,31.11,7.92,475.1367945,0,224,0,NA,NA,NA,NA,475.1367945,0,6.163602751,0,1.23444,0,0,13.96510507
707,767,Shinnecock,2016-08-11,2016,NA,124,16,25,30.94,6.97,333.1535213,1,224,1.353959245,58,58,58,NA,333.1535213,0.004055834,5.808603409,1,2.33172,4,1,13.96510507
708,768,Shinnecock,2016-08-11,2016,NA,125,14,25.2,30.78,7.56,418.2923114,0,224,0,NA,NA,NA,NA,418.2923114,0,6.036180498,0,2.19456,0,0,13.96510507
709,769,Shinnecock,2016-08-11,2016,NA,126,13,25.7,30.96,9.26,373.3973994,1,224,1.110988139,74,74,74,NA,373.3973994,0.002970933,5.922643267,1,1.26492,3,1,13.96510507
710,770,Shinnecock,2016-08-11,2016,NA,127,7,26.7,30.63,11.15,475.1293443,1,224,1.293386184,61,61,61,NA,475.1293443,0.002718479,6.163587071,1,1.20396,3,1,13.96510507
711,771,Shinnecock,2016-08-11,2016,NA,128,3,26.8,29.71,7.69,343.6538762,3,224,4.534001481,50.78886893,47,56,4.582575695,343.6538762,0.013107235,5.839634977,5,1.24968,13,1,13.96510507
712,772,Shinnecock,2016-08-11,2016,NA,129,32,26.7,29.67,7.42,452.1338209,0,224,0,NA,NA,NA,NA,452.1338209,0,6.1139782,0,2.08788,0,0,13.96510507
713,773,Shinnecock,2016-08-11,2016,NA,130,1,27.6,29.6,11.03,333.1543905,0,224,0,NA,NA,NA,NA,333.1543905,0,5.808606018,0,1.26492,0,0,13.96510507
714,774,Shinnecock,2016-08-18,2016,NA,131,17,24.1,31.15,6.44,343.6577,9,231,11.24448362,65.02996733,51,92,12.97219248,343.6577,0.032196109,5.839646104,11,1.20396,32,1,13.6900707
715,775,Shinnecock,2016-08-18,2016,NA,132,15,22.7,31.31,6.97,343.6571902,4,231,4.729122014,69.7153508,55,83,12.35583533,343.6571902,0.013667336,5.83964462,5,1.18872,14,1,13.6900707
716,776,Shinnecock,2016-08-18,2016,NA,133,13,25.6,30.85,7.85,201.9075128,6,231,7.6309712,64.60838454,50,87,16.46106517,201.9075128,0.037097682,5.307809735,8,1.3716,37,1,13.6900707
717,777,Shinnecock,2016-08-18,2016,NA,134,12,21.7,31.5,6.11,418.2878032,0,231,0,NA,NA,NA,NA,418.2878032,0,6.03616972,0,1.78308,0,0,13.6900707
718,778,Shinnecock,2016-08-18,2016,NA,135,25,21.5,31.4,5.91,343.6561705,1,231,1.534401164,50,50,50,NA,343.6561705,0.004454993,5.839641653,2,1.87452,4,1,13.6900707
719,779,Shinnecock,2016-08-18,2016,NA,136,27,21.6,31.35,5.58,278.8532757,0,231,0,NA,NA,NA,NA,278.8532757,0,5.63068575,0,1.96596,0,0,13.6900707
720,780,Shinnecock,2016-08-18,2016,NA,137,29,21,31.51,5.59,343.6548959,0,231,0,NA,NA,NA,NA,343.6548959,0,5.839637944,0,1.905,0,0,13.6900707
721,781,Shinnecock,2016-08-18,2016,NA,138,33,21.2,31.37,5.21,452.1336603,0,231,0,NA,NA,NA,NA,452.1336603,0,6.113977845,0,1.92024,0,0,13.6900707
722,782,Shinnecock,2016-08-18,2016,NA,139,3,26.8,30.31,11.1,333.1542746,2,231,2.642529088,59.62782897,55,65,7.071067812,333.1542746,0.007900556,5.80860567,3,0.97536,8,1,13.6900707
723,783,Shinnecock,2016-08-18,2016,NA,140,5,27.3,29.71,9.41,343.6541311,5,231,5.907967229,69.53650589,53,84,11.60603291,343.6541311,0.017045505,5.839635719,6,0.96012,17,1,13.6900707
724,784,Shinnecock,2016-08-25,2016,NA,141,21,21.7,31.26,7.62,373.4028671,1,238,1.579981685,48,48,48,NA,373.4028671,0.004222379,5.92265791,2,1.6002,4,1,13.40167364
725,785,Shinnecock,2016-08-25,2016,NA,142,16,21.9,31.24,8.01,373.3995865,0,238,0,NA,NA,NA,NA,373.3995865,0,5.922649124,0,1.8288,0,0,13.40167364
726,786,Shinnecock,2016-08-25,2016,NA,143,18,21.6,31.33,7.16,475.1367945,0,238,0,NA,NA,NA,NA,475.1367945,0,6.163602751,0,1.78308,0,0,13.40167364
727,787,Shinnecock,2016-08-25,2016,NA,144,17,22.2,31.32,9.09,373.4017736,1,238,1.207315414,66,66,66,NA,373.4017736,0.003228072,5.922654981,1,1.38684,3,1,13.40167364
728,788,Shinnecock,2016-08-25,2016,NA,145,26,22.1,31.19,7.48,475.1309999,0,238,0,NA,NA,NA,NA,475.1309999,0,6.163590555,0,2.19456,0,0,13.40167364
729,789,Shinnecock,2016-08-25,2016,NA,146,27,22.3,31.13,7.54,557.7065512,0,238,0,NA,NA,NA,NA,557.7065512,0,6.32383293,0,2.286,0,0,13.40167364
730,790,Shinnecock,2016-08-25,2016,NA,147,28,22.2,31.18,7.95,475.1276886,0,238,0,NA,NA,NA,NA,475.1276886,0,6.163583586,0,2.37744,0,0,13.40167364
731,791,Shinnecock,2016-08-25,2016,NA,148,33,22.5,31.04,7.21,333.1542746,0,238,0,NA,NA,NA,NA,333.1542746,0,5.80860567,0,2.45364,0,0,13.40167364
732,792,Shinnecock,2016-08-25,2016,NA,149,34,22.9,30.89,7.35,475.1235493,0,238,0,NA,NA,NA,NA,475.1235493,0,6.163574874,0,2.48412,0,0,13.40167364
733,793,Shinnecock,2016-08-25,2016,NA,150,1,24.2,30.68,9.4,333.1543905,0,238,0,NA,NA,NA,NA,333.1543905,0,5.808606018,0,1.09728,0,0,13.40167364
734,794,Shinnecock,2016-08-31,2016,NA,151,5,23.3,31.3,8.41,343.3987413,0,244,0,NA,NA,NA,NA,343.3987413,0,5.838892283,0,0.96012,0,0,13.1465272
735,796,Shinnecock,2016-08-31,2016,NA,153,17,22.8,31.44,7.03,343.4020732,0,244,0,NA,NA,NA,NA,343.4020732,0,5.838901986,0,2.34864,0,0,13.1465272
736,797,Shinnecock,2016-08-31,2016,NA,154,23,22.2,31.43,6.38,416.0310917,0,244,0,NA,NA,NA,NA,416.0310917,0,6.030759997,0,2.31648,0,0,13.1465272
737,798,Shinnecock,2016-08-31,2016,NA,155,14,23.2,31.32,6.36,418.2968196,0,244,0,NA,NA,NA,NA,418.2968196,0,6.036191275,0,1.12776,0,0,13.1465272
738,799,Shinnecock,2016-08-31,2016,NA,156,9,23.5,31.25,8.07,372.2962441,0,244,0,NA,NA,NA,NA,372.2962441,0,5.919689892,0,1.61544,0,0,13.1465272
739,800,Shinnecock,2016-08-31,2016,NA,157,29,24.2,30.81,6.81,343.3992539,0,244,0,NA,NA,NA,NA,343.3992539,0,5.838893776,0,4.893,0,0,13.1465272
740,801,Shinnecock,2016-08-31,2016,NA,158,1,25.3,30.91,8.9,237.5617747,1,244,1.056242824,82,82,82,NA,237.5617747,0.004436327,5.470427693,1,1.09728,4,1,13.1465272
