,Bay,Date,Year,Tow,Towindex,Station,StartLAT,StartLON,Temp,SAL,DO.mg.L,Bottom.type,distswept,NumCaught,jday,cpT,avl,minl,maxl,sdl,area,cpue,efoff,rcpT,AvDepth,EndLAT,EndLON,NumKept
180,Jamaica,2011-07-21,2011,2,32,,,,27.3,25.3,7.8,sand/ulva,201.2,0,202,0,,,,,201.2,0,5.304299438,0,,,,
181,Jamaica,2011-07-21,2011,3,33,,,,27.3,25.2,7.64,sand/ulva,201.2,0,202,0,,,,,201.2,0,5.304299438,0,,,,
182,Jamaica,2011-07-21,2011,4,34,,,,27.3,24.9,10.3,sand,201.2,0,202,0,,,,,201.2,0,5.304299438,0,,,,
183,Jamaica,2011-07-21,2011,5,35,,,,27.8,24.2,11.2,sand/ulva,201.2,0,202,0,,,,,201.2,0,5.304299438,0,,,,
184,Jamaica,2011-07-21,2011,6,36,,,,27.2,25.6,8.12,sand/rock,60.4,0,202,0,,,,,60.4,0,4.100989105,0,,,,
185,Jamaica,2011-07-21,2011,7,37,,,,27.5,24.8,10.66,sand/ulva,201.2,1,202,1.130583272,72,72,72,,201.2,0.005603472,5.304299438,1,,,,
186,Jamaica,2011-07-21,2011,8,38,,,,27.5,24.4,8.85,sand,201.2,0,202,0,,,,,201.2,0,5.304299438,0,,,,
187,Jamaica,2011-07-21,2011,9,39,,,,27.5,24,10.49,sand,201.2,0,202,0,,,,,201.2,0,5.304299438,0,,,,
188,Jamaica,2011-07-21,2011,10,40,,,,27.2,24.4,8.97,sand,201.2,0,202,0,,,,,201.2,0,5.304299438,0,,,,
189,Jamaica,2011-08-04,2011,1,41,,,,25.8,21.7,5.43,mud/ulva,201.2,0,216,0,,,,,201.2,0,5.304299438,0,,,,
190,Jamaica,2011-08-04,2011,2,42,,,,26.1,22.1,4.46,sand/ulva,201.2,0,216,0,,,,,201.2,0,5.304299438,0,,,,
191,Jamaica,2011-08-04,2011,3,43,,,,26.6,23.2,5.64,sand/small amt. ulva,201.2,0,216,0,,,,,201.2,0,5.304299438,0,,,,
192,Jamaica,2011-08-04,2011,4,44,,,,26.7,23.6,5.55,sand,201.2,0,216,0,,,,,201.2,0,5.304299438,0,,,,
193,Jamaica,2011-08-04,2011,5,45,,,,26.6,25.6,4.23,sand/ulva,201.2,0,216,0,,,,,201.2,0,5.304299438,0,,,,
194,Jamaica,2011-08-04,2011,6,46,,,,26.8,25.4,3.81,sand/ulva,201.2,0,216,0,,,,,201.2,0,5.304299438,0,,,,
195,Jamaica,2011-08-04,2011,7,47,,,,27.1,24.9,3.59,sand,201.2,0,216,0,,,,,201.2,0,5.304299438,0,,,,
196,Jamaica,2011-08-04,2011,8,48,,,,27.2,24.8,5.16,sand,201.2,0,216,0,,,,,201.2,0,5.304299438,0,,,,
197,Jamaica,2011-08-04,2011,9,49,,,,27,25,3.25,sand,201.2,0,216,0,,,,,201.2,0,5.304299438,0,,,,
198,Jamaica,2011-08-04,2011,10,50,,,,27.2,25.2,2.91,sand,201.2,0,216,0,,,,,201.2,0,5.304299438,0,,,,
199,Jamaica,2011-08-18,2011,1,51,,,,25.6,23.4,4.72,sand/ulva,201.2,0,230,0,,,,,201.2,0,5.304299438,0,,,,
200,Jamaica,2011-08-18,2011,2,52,,,,25.8,23.1,5.42,sand/ulva,201.2,0,230,0,,,,,201.2,0,5.304299438,0,,,,
201,Jamaica,2011-08-18,2011,3,53,,,,26,22.8,4.65,sand,201.2,0,230,0,,,,,201.2,0,5.304299438,0,,,,
202,Jamaica,2011-08-18,2011,4,54,,,,26.1,22.9,5.23,sand,201.2,0,230,0,,,,,201.2,0,5.304299438,0,,,,
203,Jamaica,2011-08-18,2011,5,55,,,,25.8,23.4,4.31,sand/ulva/sponges,201.2,0,230,0,,,,,201.2,0,5.304299438,0,,,,
204,Jamaica,2011-08-18,2011,6,56,,,,25.7,23.3,5.23,sand/sponges,201.2,0,230,0,,,,,201.2,0,5.304299438,0,,,,
205,Jamaica,2011-08-18,2011,7,57,,,,26,22.9,3.42,mud/ulva/algae,201.2,0,230,0,,,,,201.2,0,5.304299438,0,,,,
206,Jamaica,2011-08-18,2011,8,58,,,,26.2,22.6,4.17,sand,201.2,0,230,0,,,,,201.2,0,5.304299438,0,,,,
207,Jamaica,2011-08-18,2011,9,59,,,,26.5,22.7,6.04,sand,201.2,0,230,0,,,,,201.2,0,5.304299438,0,,,,
208,Jamaica,2011-08-18,2011,10,60,,,,26.3,22.5,4.88,sand,201.2,0,230,0,,,,,201.2,0,5.304299438,0,,,,
209,Jamaica,2011-09-14,2011,1,61,,,,25.9,19.9,6.14,sand/small amt. ulva,201.2,0,257,0,,,,,201.2,0,5.304299438,0,,,,
210,Jamaica,2011-09-14,2011,2,62,,,,26.8,19.2,4.92,sand/small amt. ulva,201.2,0,257,0,,,,,201.2,0,5.304299438,0,,,,
211,Jamaica,2011-09-14,2011,3,63,,,,26.8,19.2,4.77,sand/small amt. ulva,201.2,0,257,0,,,,,201.2,0,5.304299438,0,,,,
212,Jamaica,2011-09-14,2011,4,64,,,,26.7,19.3,4.68,sand,201.2,0,257,0,,,,,201.2,0,5.304299438,0,,,,
213,Jamaica,2011-09-14,2011,5,65,,,,26.1,19.6,5.02,sand/mud/ulva,201.2,0,257,0,,,,,201.2,0,5.304299438,0,,,,
214,Jamaica,2011-09-14,2011,6,66,,,,26.4,19.1,5.42,sand,201.2,0,257,0,,,,,201.2,0,5.304299438,0,,,,
215,Jamaica,2011-09-14,2011,7,67,,,,26.6,19.1,6.12,sand,191.1,0,257,0,,,,,191.1,0,5.252796851,0,,,,
216,Jamaica,2011-09-14,2011,8,68,,,,26.5,19.3,5.96,sand/small amt. ulva,201.2,0,257,0,,,,,201.2,0,5.304299438,0,,,,
217,Jamaica,2011-09-14,2011,9,69,,,,26.5,19.4,7.26,sand/small amt. ulva,201.2,0,257,0,,,,,201.2,0,5.304299438,0,,,,
218,Jamaica,2011-09-14,2011,10,70,,,,26.5,19.2,8.69,sand,201.2,0,257,0,,,,,201.2,0,5.304299438,0,,,,
219,Moriches,2010-06-01,2010,1,1,,,,,,,,0,0,152,0,,,,,228,0,5.429345629,0,,,,
220,Moriches,2010-06-01,2010,2,2,,,,,,,,0,1,152,1.557312077,49,49,49,,201.2,0.007710319,5.304299438,2,,,,
221,Moriches,2010-06-01,2010,3,3,,,,,,,,0,0,152,0,,,,,268.2,0,5.591732971,0,,,,
222,Moriches,2010-06-01,2010,4,4,,,,,,,,0,0,152,0,,,,,228,0,5.429345629,0,,,,
223,Moriches,2010-06-01,2010,5,5,,,,,,,,0,0,152,0,,,,,160.9,0,5.080783054,0,,,,
224,Moriches,2010-06-01,2010,6,6,,,,,,,,0,0,152,0,,,,,187.8,0,5.235377567,0,,,,
225,Moriches,2010-06-01,2010,7,7,,,,,,,,0,0,152,0,,,,,201.2,0,5.304299438,0,,,,
226,Moriches,2010-06-01,2010,8,8,,,,,,,,0,1,152,1.807205438,36,36,36,,201.2,0.008942035,5.304299438,2,,,,
227,Moriches,2010-06-01,2010,9,9,,,,,,,,0,0,152,0,,,,,201.2,0,5.304299438,0,,,,
228,Moriches,2010-06-09,2010,1,10,2,,,16,27.9,8.36,sand,281.6,2,160,2.955352708,52.18844735,48,57,6.363961031,281.6,0.010440172,5.640487624,3,,,,
229,Moriches,2010-06-09,2010,2,11,3,,,16.7,27.7,8.86,sand,321.9,0,160,0,,,,,321.9,0,5.774240938,0,,,,
230,Moriches,2010-06-09,2010,3,12,5,,,18,25.1,8.63,sand,295,0,160,0,,,,,295,0,5.686975356,0,,,,
231,Moriches,2010-06-09,2010,4,13,7,,,19.1,25.2,9.04,sand,281.6,0,160,0,,,,,281.6,0,5.640487624,0,,,,
232,Moriches,2010-06-09,2010,5,14,11,,,19.1,25.4,8.78,sand,308.5,3,160,5.288199899,38.14555936,32,43,5.686240703,308.5,0.016996392,5.731721843,5,,,,
233,Moriches,2010-06-09,2010,6,15,15,,,19.8,24,9.29,sand,295,3,160,5.344356231,37.65308196,36,39,1.527525232,295,0.017954314,5.686975356,5,,,,
234,Moriches,2010-06-09,2010,7,16,19,,,20.1,23.8,10.2,,295,3,160,5.415898768,35.96144187,34,39,2.645751311,295,0.018192487,5.686975356,5,,,,
235,Moriches,2010-06-09,2010,8,17,14,,,19.4,24.4,9.19,,225.3,7,160,12.36007044,37.73772223,32,46,5.715476066,225.3,0.05340853,5.417432847,12,,,,
236,Moriches,2010-06-09,2010,9,18,9,,,18.9,25,8.7,,308.5,5,160,7.050784874,54.87226871,40,79,15.25450753,308.5,0.022597792,5.731721843,7,,,,
237,Moriches,2010-06-09,2010,10,19,4,,,18.6,25.3,8.06,,308.5,2,160,3.503618489,37.41741762,30,46,11.3137085,308.5,0.011292942,5.731721843,4,,,,
238,Moriches,2010-06-25,2010,1,20,2,,,18.7,28.9,8.48,sand,201.2,0,176,0,,,,,201.2,0,5.304299438,0,,,,
239,Moriches,2010-06-25,2010,2,21,3,,,17.7,29.1,8.78,sand,174.3,0,176,0,,,,,174.3,0,5.160777953,0,,,,
240,Moriches,2010-06-25,2010,3,22,4,,,17.6,29.2,8.75,sand,241.4,0,176,0,,,,,241.4,0,5.486455309,0,,,,
241,Moriches,2010-06-25,2010,4,23,5,,,19.3,28.7,8.8,sand,201.2,1,176,1.397281537,56,56,56,,201.2,0.006920736,5.304299438,1,,,,
242,Moriches,2010-06-25,2010,5,24,7,,,20.1,28.3,8.07,sand,241.4,1,176,1.02766066,90,90,90,,241.4,0.004248051,5.486455309,1,,,,
243,Moriches,2010-06-25,2010,6,25,8,,,21.1,27.8,8.66,sand/algae,187.8,11,176,14.41812763,60.65866878,50,78,10.1076029,187.8,0.073969388,5.235377567,14,,,,
244,Moriches,2010-06-25,2010,7,26,11,,,24.3,26.2,8.21,sand/dead grass,228,11,176,14.23844146,62.05423344,47,84,13.89113517,228,0.060576907,5.429345629,14,,,,
245,Moriches,2010-06-25,2010,8,27,15,,,24.6,25,8.58,mud/sand,214.6,13,176,16.25204974,64.83803614,53,88,11.70798544,214.6,0.073001198,5.36877583,16,,,,
246,Moriches,2010-06-25,2010,9,28,20,,,26,24.2,8.56,mud/sand,201.2,7,176,9.525553601,57.39263775,44,71,9.658452997,201.2,0.046257155,5.304299438,10,,,,
247,Moriches,2010-06-25,2010,10,29,22,,,26.8,22.4,9.23,sand,201.2,2,176,2.177888062,76.93926931,74,80,4.242640687,201.2,0.010766328,5.304299438,2,,,,
248,Moriches,2010-07-15,2010,1,30,2,,,22.2,29.1,7.74,sand,268.2,0,196,0,,,,,268.2,0,5.591732971,0,,,,
249,Moriches,2010-07-15,2010,2,31,5,,,21.8,29.5,8.81,sand,268.2,0,196,0,,,,,268.2,0,5.591732971,0,,,,
250,Moriches,2010-07-15,2010,3,32,7,,,22.8,28.7,8.42,sand,268.2,2,196,2.02556168,101.4301537,93,110,12.02081528,268.2,0.007524053,5.591732971,2,,,,
251,Moriches,2010-07-15,2010,4,33,8,,,22.4,29.2,9.01,sand,268.2,5,196,6.636792596,60.02945681,50,81,11.64903429,268.2,0.024444469,5.591732971,7,,,,
252,Moriches,2010-07-15,2010,5,34,11,,,23,28.5,8.41,sand,268.2,0,196,0,,,,,268.2,0,5.591732971,0,,,,
253,Moriches,2010-07-15,2010,6,35,13,,,22.9,28.6,8.57,sand,268.2,3,196,5.278345021,63.94939255,52,103,24.37211521,268.2,0.019489471,5.591732971,5,,,,
254,Moriches,2010-07-15,2010,7,36,16,,,23.4,28.1,9.36,sand,268.2,4,196,3.925327733,60.23870228,57,63,3.055050463,268.2,0.014529753,5.591732971,4,,,,
255,Moriches,2010-07-15,2010,8,37,18,,,24.5,27.6,8.94,mud/sand,268.2,5,196,6.428167147,61.48951343,54,68,5.118593557,268.2,0.023685092,5.591732971,6,,,,
256,Moriches,2010-07-15,2010,9,38,22,,,23.5,28.4,8.81,sand,268.2,3,196,3.742129262,65.00525176,52,81,14.50287328,268.2,0.013856313,5.591732971,4,,,,
257,Moriches,2010-07-15,2010,10,39,20,,,23.4,28.3,8.42,mud/sand,268.2,5,196,6.90157514,59.11972987,38,111,29.77750829,268.2,0.025407423,5.591732971,7,,,,
258,Moriches,2010-07-28,2010,1,40,1,,,21.6,29.8,7.62,sand,187.8,0,209,0,,,,,187.8,0,5.235377567,0,,,,
259,Moriches,2010-07-28,2010,2,41,2,,,21.4,29.8,7.56,sand,228,0,209,0,,,,,228,0,5.429345629,0,,,,
260,Moriches,2010-07-28,2010,3,42,6,,,22.2,29.5,7.32,sand,201.2,0,209,0,,,,,201.2,0,5.304299438,0,,,,
261,Moriches,2010-07-28,2010,4,43,8,,,24,28.1,7.54,sand,214.6,9,209,11.98961019,59.35020623,50,77,8.343327341,214.6,0.054364666,5.36877583,12,,,,
262,Moriches,2010-07-28,2010,5,44,11,,,25.4,26.5,7.57,sand,214.6,4,209,4.886354624,68.21183772,52,93,17.42364294,214.6,0.022514235,5.36877583,5,,,,
263,Moriches,2010-07-28,2010,6,45,14,,,26.2,25.3,7.26,sand,214.6,1,209,1.534401164,50,50,50,,214.6,0.007124612,5.36877583,2,,,,
264,Moriches,2010-07-28,2010,7,46,15,,,25.8,25.6,7.17,sand,214.6,2,209,2.318303553,69.83379696,66,74,5.656854249,214.6,0.010744971,5.36877583,2,,,,
265,Moriches,2010-07-28,2010,8,47,17,,,26.6,24.9,7.62,sand,214.6,1,209,1.056242824,82,82,82,,214.6,0.004909841,5.36877583,1,,,,
266,Moriches,2010-07-28,2010,9,48,20,,,23.9,27.9,7.05,sand,160.9,5,209,8.043438393,44.84519852,32,62,10.86278049,160.9,0.048780921,5.080783054,8,,,,
267,Moriches,2010-07-28,2010,10,49,22,,,24.7,27.3,7.17,sand,201.2,0,209,0,,,,,201.2,0,5.304299438,0,,,,
268,Moriches,2010-08-13,2010,1,50,22,,,23,29.3,6.32,sand,241.4,0,225,0,,,,,241.4,0,5.486455309,0,,,,
269,Moriches,2010-08-13,2010,2,51,21,,,23.2,29,6.15,mud,241.4,1,225,1.066899923,80,80,80,,241.4,0.004409897,5.486455309,1,,,,
270,Moriches,2010-08-13,2010,3,52,19,,,23.5,28.7,3.94,mud,241.4,0,225,0,,,,,241.4,0,5.486455309,0,,,,
271,Moriches,2010-08-13,2010,4,53,15,,,23.6,28.5,6.25,mud,281.6,0,225,0,,,,,281.6,0,5.640487624,0,,,,
272,Moriches,2010-08-13,2010,5,54,14,,,23.7,28.6,6.6,sand,281.6,0,225,0,,,,,281.6,0,5.640487624,0,,,,
273,Moriches,2010-08-13,2010,6,55,13,,,23.7,28.9,6.73,sand,281.6,1,225,1.013397529,98,98,98,,281.6,0.003592253,5.640487624,1,,,,
274,Moriches,2010-08-13,2010,7,56,9,,,23.3,29.8,7.19,sand,281.6,0,225,0,,,,,281.6,0,5.640487624,0,,,,
275,Moriches,2010-08-13,2010,8,57,4,,,23.4,29.9,7.37,sand,281.6,0,225,0,,,,,281.6,0,5.640487624,0,,,,
276,Moriches,2010-08-13,2010,9,58,3,,,23.4,29.5,7.33,sand,308.5,0,225,0,,,,,308.5,0,5.731721843,0,,,,
277,Moriches,2010-08-13,2010,10,59,1,,,23.1,29.9,7.22,sand,308.5,0,225,0,,,,,308.5,0,5.731721843,0,,,,
278,Moriches,2010-08-27,2010,1,60,1,,,21.7,30.2,10.04,sand,268.2,0,239,0,,,,,268.2,0,5.591732971,0,,,,
279,Moriches,2010-08-27,2010,2,61,5,,,22.3,29.6,10.6,sand,268.2,1,239,1.036180632,87,87,87,,268.2,0.003856018,5.591732971,1,,,,
280,Moriches,2010-08-27,2010,3,62,9,,,22,29.7,10.77,sand,268.2,0,239,0,,,,,268.2,0,5.591732971,0,,,,
281,Moriches,2010-08-27,2010,4,63,11,,,22.6,27.8,12.29,sand,268.2,0,239,0,,,,,268.2,0,5.591732971,0,,,,
282,Moriches,2010-08-27,2010,5,64,15,,,22.6,28.1,11.63,sand,268.2,0,239,0,,,,,268.2,0,5.591732971,0,,,,
283,Moriches,2010-08-27,2010,6,65,19,,,23.1,27.8,8.51,sand,268.2,0,239,0,,,,,268.2,0,5.591732971,0,,,,
284,Moriches,2010-08-27,2010,7,66,22,,,22.9,27.9,9.19,sand,268.2,0,239,0,,,,,268.2,0,5.591732971,0,,,,
285,Moriches,2010-08-27,2010,8,67,22,,,22.8,28.4,8.09,sand,268.2,1,239,1.007059741,105,105,105,,268.2,0.003747851,5.591732971,1,,,,
286,Moriches,2010-09-10,2010,1,68,2,,,21.6,29,6.51,sand,228,0,253,0,,,,,228,0,5.429345629,0,,,,
287,Moriches,2010-09-10,2010,2,69,4,,,21.6,29,6.81,sand,228,0,253,0,,,,,228,0,5.429345629,0,,,,
288,Moriches,2010-09-10,2010,3,70,7,,,21.6,28.8,7.01,sand,201.2,0,253,0,,,,,201.2,0,5.304299438,0,,,,
289,Moriches,2010-09-10,2010,4,71,12,,,21.5,28.9,6.69,sand,201.2,0,253,0,,,,,201.2,0,5.304299438,0,,,,
290,Moriches,2010-09-10,2010,5,72,13,,,21.7,28.5,6.89,sand,228,0,253,0,,,,,228,0,5.429345629,0,,,,
291,Moriches,2010-09-10,2010,6,73,15,,,20.7,29,6.99,sand,201.2,0,253,0,,,,,201.2,0,5.304299438,0,,,,
292,Moriches,2010-09-10,2010,7,74,19,,,20.9,28.7,6.81,sand/ulva,228,0,253,0,,,,,228,0,5.429345629,0,,,,
293,Moriches,2010-09-10,2010,8,75,22,,,21.6,28,7.54,sand/grass,228,0,253,0,,,,,228,0,5.429345629,0,,,,
294,Moriches,2010-09-21,2010,1,76,1,,,21.1,30,7.26,sand,228,1,264,0,,,,,228,0,5.429345629,0,,,,
295,Moriches,2010-09-21,2010,2,77,6,,,20.9,29.5,7.23,sand,201.2,0,264,1.006440421,106,106,106,,201.2,0.00498972,5.304299438,1,,,,
296,Moriches,2010-09-21,2010,3,78,7,,,20.9,29.5,7.65,sand,228,0,264,0,,,,,228,0,5.429345629,0,,,,
297,Moriches,2010-09-21,2010,4,79,11,,,20.9,29.1,7.68,sand,201.2,1,264,1.009294924,102,102,102,,201.2,0.005003836,5.304299438,1,,,,
298,Moriches,2010-09-21,2010,5,80,15,,,21.1,29,7.23,sand,201.2,0,264,0,,,,,201.2,0,5.304299438,0,,,,
299,Moriches,2010-09-21,2010,6,81,18,,,21.2,28.1,7.42,sand/grass,228,1,264,1.014675972,97,97,97,,228,0.00444046,5.429345629,1,,,,
300,Moriches,2010-09-21,2010,7,82,20,,,21.4,28.9,7.43,sand/mud,228,0,264,0,,,,,228,0,5.429345629,0,,,,
301,Moriches,2010-09-21,2010,8,83,23,,,21.1,28.5,7.42,sand/mud,228,1,264,1.003084725,114,114,114,,228,0.004389845,5.429345629,1,,,,
302,Moriches,2010-10-13,2010,1,84,4,,,17.4,29.3,7.3,sand,228,1,286,1.003382455,113,113,113,,228,0.004391145,5.429345629,1,,,,
303,Moriches,2010-10-13,2010,2,85,6,,,17.4,29.5,6.73,sand,228,0,286,0,,,,,228,0,5.429345629,0,,,,
304,Moriches,2010-10-13,2010,3,86,7,,,17.3,29.6,7.48,sand,228,0,286,0,,,,,228,0,5.429345629,0,,,,
305,Moriches,2010-10-13,2010,4,87,10,,,17.4,29.1,7.67,sand,228,1,286,1.000929535,127,127,127,,228,0.004380434,5.429345629,1,,,,
306,Moriches,2010-10-13,2010,5,88,11,,,17.6,28.8,7.16,sand,228,1,286,1.000369026,137,137,137,,228,0.004377986,5.429345629,1,,,,
307,Moriches,2010-10-13,2010,6,89,16,,,17.6,28.4,8.13,sand,228,0,286,0,,,,,228,0,5.429345629,0,,,,
308,Moriches,2010-10-13,2010,7,90,21,,,17.6,27,8.32,sand,228,0,286,0,,,,,228,0,5.429345629,0,,,,
309,Moriches,2010-10-13,2010,8,91,22,,,17.2,27.4,8.4,sand,235.6,0,286,0,,,,,235.6,0,5.462135452,0,,,,
310,Moriches,2011-06-07,2011,1,1,,,,20.8,27.3,8.39,sand/algae,187.8,0,158,0,,,,,187.8,0,5.235377567,0,,,,
311,Moriches,2011-06-07,2011,2,2,,,,21.8,27.2,8.64,sand/algae,228,0,158,0,,,,,228,0,5.429345629,0,,,,
312,Moriches,2011-06-07,2011,3,3,,,,21.7,27.2,8.3,sand/algae,174.3,1,158,1.858356313,32,32,32,,174.3,0.01060539,5.160777953,2,,,,
313,Moriches,2011-06-07,2011,4,4,,,,21.5,26.9,8.19,sand/algae,295,0,158,0,,,,,295,0,5.686975356,0,,,,
314,Moriches,2011-06-07,2011,5,5,,,,22.1,27.4,8.2,sand/algae,174.3,2,158,3.426539216,39.18073736,31,49,12.72792206,174.3,0.01946812,5.160777953,3,,,,
315,Moriches,2011-06-07,2011,6,6,,,,22.2,26.9,8.18,mud,174.3,6,158,8.705251015,53.36136934,45,60,4.885352256,174.3,0.048736894,5.160777953,9,,,,
316,Moriches,2011-06-07,2011,7,7,,,,23.3,25.8,8.19,,69.7,0,158,0,,,,,69.7,0,4.244200318,0,,,,
317,Moriches,2011-06-07,2011,8,8,,,,23.3,25.8,8.19,,69.7,1,158,1.60231878,47,47,47,,69.7,0.022728531,4.244200318,2,,,,
318,Moriches,2011-06-30,2011,1,9,,,,23.4,26.9,6.05,mud/ulva,174.3,1,181,7.769200215,62.32284867,36,88,20.12958022,174.3,0.043608883,5.160777953,8,,,,
319,Moriches,2011-06-30,2011,2,10,,,,24.1,26.8,5.36,mud/algae/ulva,174.3,1,181,8.489423276,67.33751895,32,95,20.02260627,174.3,0.047556845,5.160777953,8,,,,
320,Moriches,2011-06-30,2011,3,11,,,,24.7,26.5,5.54,mud/algae,174.3,0,181,8.505145604,53.83006975,36,64,10.55304064,174.3,0.047642855,5.160777953,9,,,,
321,Moriches,2011-06-30,2011,4,12,,,,24.3,26.7,5.37,sand/algae,174.3,0,181,8.916645971,49.73186395,33,69,14.35270009,174.3,0.049891358,5.160777953,9,,,,
322,Moriches,2011-06-30,2011,5,13,,,,24.4,26.4,6.12,sand/algae,174.3,0,181,0,,,,,174.3,0,5.160777953,0,,,,
323,Moriches,2011-06-30,2011,6,14,,,,24,26.2,6.26,sand/algae,174.3,0,181,0,,,,,174.3,0,5.160777953,0,,,,
324,Moriches,2011-06-30,2011,7,15,,,,24.1,27.1,6.2,sand/algae,174.3,0,181,0,,,,,174.3,0,5.160777953,0,,,,
325,Moriches,2011-06-30,2011,8,16,,,,21.3,27.8,7.51,sand/algae,174.3,0,181,0,,,,,174.3,0,5.160777953,0,,,,
326,Moriches,2011-06-30,2011,9,17,,,,22.1,28.2,7.66,sand,174.3,2,181,0,,,,,174.3,0,5.160777953,0,,,,
327,Moriches,2011-06-30,2011,10,18,,,,21.5,27.7,9.06,sand/algae,174.3,2,181,0,,,,,174.3,0,5.160777953,0,,,,
328,Moriches,2011-07-12,2011,1,19,,,,26,25.1,5.11,sand,201.2,17,193,19.38846886,72.89608638,60,97,9.513921688,201.2,0.091999396,5.304299438,19,,,,
329,Moriches,2011-07-12,2011,2,20,,,,25.8,25.7,5.73,sand,201.2,11,193,12.43717901,76.94744845,55,99,14.9417049,201.2,0.059979713,5.304299438,12,,,,
330,Moriches,2011-07-12,2011,3,21,,,,26.7,24.8,5.6,sand,201.2,11,193,13.16289278,68.77548454,57,96,11.93162338,201.2,0.063370901,5.304299438,13,,,,
331,Moriches,2011-07-12,2011,4,22,,,,26.6,24.7,6.06,sand,201.2,10,193,10.59918391,85.01436883,69,99,10.81408547,201.2,0.051339142,5.304299438,11,,,,
332,Moriches,2011-07-12,2011,5,23,,,,26.4,25.4,5.75,sand,201.2,3,193,3.131728189,86.20559265,79,94,7.505553499,201.2,0.015445353,5.304299438,3,,,,
333,Moriches,2011-07-12,2011,6,24,,,,27.3,24.5,6.62,sand,201.2,7,193,7.641405401,81.33268948,65,104,14.71636601,201.2,0.0372757,5.304299438,8,,,,
334,Moriches,2011-07-12,2011,7,25,,,,27.3,24.4,6.9,sand/mud/algae,201.2,0,193,0,,,,,201.2,0,5.304299438,0,,,,
335,Moriches,2011-07-12,2011,8,26,,,,27.3,24.6,6.67,sand/mud/algae,201.2,2,193,2.361026996,68.90228393,62,77,10.60660172,201.2,0.011666409,5.304299438,2,,,,
336,Moriches,2011-07-12,2011,9,27,,,,26.8,24.8,5.44,sand/mud/algae,201.2,1,193,1.061355468,81,81,81,,201.2,0.005261262,5.304299438,1,,,,
337,Moriches,2011-07-12,2011,10,28,,,,27.7,24.2,8.14,,201.2,0,193,0,,,,,201.2,0,5.304299438,0,,,,
338,Moriches,2011-07-26,2011,1,29,,,,23.4,28.1,5.13,sand/mud,201.2,2,207,2.197683727,76.28678031,71,82,7.778174593,201.2,0.010863658,5.304299438,2,,,,
339,Moriches,2011-07-26,2011,2,30,,,,23.5,28.3,4.8,mud/algae,201.2,1,207,1.110988139,74,74,74,,201.2,0.005506621,5.304299438,1,,,,
340,Moriches,2011-07-26,2011,3,31,,,,23.6,28.6,5.55,sand/algae,201.2,0,207,0,,,,,201.2,0,5.304299438,0,,,,
341,Moriches,2011-07-26,2011,4,32,,,,23.7,28.5,5.2,sand/algae,201.2,0,207,0,,,,,201.2,0,5.304299438,0,,,,
342,Moriches,2011-07-26,2011,5,33,,,,24.1,28.3,6.54,sand/algae,201.2,0,207,0,,,,,201.2,0,5.304299438,0,,,,
343,Moriches,2011-07-26,2011,6,34,,,,24,28.2,5.76,sand,201.2,0,207,0,,,,,201.2,0,5.304299438,0,,,,
344,Moriches,2011-07-26,2011,7,35,,,,24.1,28.3,5.68,sand/algae,201.2,1,207,1.023099599,92,92,92,,201.2,0.005072103,5.304299438,1,,,,
345,Moriches,2011-07-26,2011,8,36,,,,24.1,28.2,6.26,sand,201.2,0,207,0,,,,,201.2,0,5.304299438,0,,,,
346,Moriches,2011-07-26,2011,9,37,,,,24.2,28.4,6.46,sand/algae,201.2,0,207,0,,,,,201.2,0,5.304299438,0,,,,
347,Moriches,2011-07-26,2011,10,38,,,,24.4,28.4,5.99,sand/algae,201.2,2,207,2.785674181,55.94945358,42,78,25.45584412,201.2,0.013750329,5.304299438,3,,,,
348,Moriches,2011-08-09,2011,1,39,,,,23.2,28.2,6.95,sand/small amt. ulva,201.2,0,221,0,,,,,201.2,0,5.304299438,0,,,,
349,Moriches,2011-08-09,2011,2,40,,,,24.3,27.4,7.07,mud/algae,201.2,1,221,1.01607442,96,96,96,,201.2,0.005037363,5.304299438,1,,,,
350,Moriches,2011-08-09,2011,3,41,,,,22.3,28.5,7.83,sand/algae,201.2,1,221,1.079406463,78,78,78,,201.2,0.005350504,5.304299438,1,,,,
351,Moriches,2011-08-09,2011,4,42,,,,23.7,28,5.25,sand/algae,201.2,2,221,2.038822028,94.95953719,90,100,7.071067812,201.2,0.010082313,5.304299438,2,,,,
352,Moriches,2011-08-09,2011,5,43,,,,21,28.9,8.27,sand/mud/algae,201.2,1,221,1.030258401,89,89,89,,201.2,0.005107503,5.304299438,1,,,,
353,Moriches,2011-08-09,2011,6,44,,,,22.4,28.5,5.86,sand/small amt. algae,201.2,3,221,3.08885096,92.17391777,83,105,11.37248141,201.2,0.01523549,5.304299438,3,,,,
354,Moriches,2011-08-09,2011,7,45,,,,22,28.8,8.61,sand/algae,201.2,1,221,1.061355468,81,81,81,,201.2,0.005261262,5.304299438,1,,,,
355,Moriches,2011-08-09,2011,8,46,,,,23,28.1,7.97,sand,201.2,0,221,0,,,,,201.2,0,5.304299438,0,,,,
356,Moriches,2011-08-09,2011,9,47,,,,22.9,28.5,8.87,sand/algae,201.2,0,221,0,,,,,201.2,0,5.304299438,0,,,,
357,Moriches,2011-08-09,2011,10,48,,,,22.8,27.3,8.86,sand/small amt. algae,201.2,0,221,0,,,,,201.2,0,5.304299438,0,,,,
